,Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
98296,Q719842,Frank Swift,English footballer (1913-1958),Male,United Kingdom,Athlete,1913,1958,accident,45
98301,Q719891,Jim Loscutoff,American basketball player,Male,United States,Athlete,1930,2015,natural causes,85
98310,Q719973,Mort Walker,American comic strip cartoonist,Male,United States,Artist,1923,2018,natural causes,95
98320,Q720022,Ber Borochov,Founder of the Labor Zionist movement,Male,Russia; Ukrainian People's Republic,Researcher,1881,1917,natural causes,36
98328,Q720063,Juan Vallejo Corona,Mexican serial killer,Male,United States,Artist,1934,2019,natural causes,85
98334,Q720080,Willis Conover,American radio producer,Male,United States,Radio personality,1920,1996,natural causes,76
98337,Q720090,Malachi Throne,American actor (1928-2013),Male,United States,Artist,1928,2013,natural causes,85
98356,Q720191,Edward Givens,American astronaut,Male,United States,Military personnel,1930,1967,accident,37
98359,Q720206,"David ""Fathead"" Newman",American jazz and rhythm-and-blues saxophonist,Male,United States,Artist,1933,2009,natural causes,76
98371,Q720251,George W. McCrary,American politician (1835-1890),Male,United States,Politician,1835,1890,natural causes,55
98375,Q720281,Richard Joseph,"British composer, musician, and sound specialist",Male,United Kingdom,Researcher,1953,2007,natural causes,54
98380,Q720301,Robert Blackwell,"American bandleader, songwriter, arranger, and record producer",Male,United States,Artist,1918,1985,natural causes,67
98394,Q720354,Joaquín Capilla,diver,Male,Mexico,Competitive diver,1928,2010,natural causes,82
98396,Q720361,Steven R. Nagel,American astronaut,Male,United States,Military personnel,1946,2014,natural causes,68
98406,Q720414,John Cody,Catholic cardinal,Male,United States,Religious figure,1907,1982,natural causes,75
98419,Q720460,Joseph Bamina,Burundian politician (1925-1965),Male,Burundi,Politician,1925,1965,homicide,40
98423,Q720488,Sean Taylor,"American football player, defensive back, safety (1983-2007)",Male,United States,Athlete,1983,2007,homicide,24
98429,Q720548,Friaça,Brazilian footballer (1924-2009),Male,Brazil,Athlete,1924,2009,natural causes,85
98432,Q720553,Glenn Shadix,American actor,Male,United States,Artist,1952,2010,accident,58
98437,Q720603,George Stoneman,general of the Union Army and governor of California (1822-1894),Male,United States,Politician,1822,1894,natural causes,72
98445,Q720654,Sid Catlett,American musician,Male,United States,Athlete,1910,1951,natural causes,41
98448,Q720669,Jay Lake,science fiction writer,Male,United States,Artist,1964,2014,natural causes,50
98451,Q720687,Oliver Nelson,"American jazz saxophonist, clarinetist, arranger, composer, and bandleader (1932-1975)",Male,United States,Artist,1932,1975,natural causes,43
98469,Q720792,Takumi Shibano,Japanese writer,Male,Japan,Artist,1926,2010,natural causes,84
98470,Q720832,Chris Burden,American artist,Male,United States,Artist,1946,2015,natural causes,69
98486,Q720971,Kirka,Finnish singer,Male,Finland,Artist,1950,2007,natural causes,57
98493,Q721027,Robert Chartoff,American film producer,Male,United States,Film producer,1933,2015,natural causes,82
98494,Q721032,Stefan Grabiński,Polish writer,Male,Poland,Artist,1887,1936,natural causes,49
98495,Q721037,Stanisław Bareja,Polish film director (1929-1987),Male,Poland,Artist,1929,1987,natural causes,58
98496,Q721043,Tyrone Davis,American musician,Male,United States,Artist,1938,2005,natural causes,67
98508,Q721131,Ivan Ivanov Bagryanov,Prime Minister of Bulgaria (1891-1945),Male,Bulgaria,Politician,1891,1945,capital punishment,54
98512,Q721148,Vitaly Solomin, and Russian actor,Male,Russia; Russia,Artist,1941,2002,natural causes,61
98513,Q721159,Vsevolod Abramovich,aviator,Male,Russia,Military personnel,1890,1913,accident,23
98518,Q721177,Peter Arshinov,Russian anarcho-communist,Male,Russia; Russia,Anarchist; terrorist,1886,1938,unnatural death,52
98522,Q721191,John L. Balderston,American writer,Male,United States,Artist,1889,1954,natural causes,65
98524,Q721203,Gaétan Duchesne,Canadian ice hockey player,Male,Canada,Athlete,1962,2007,natural causes,45
98537,Q721288,Gene L. Coon,"American screenwriter, TV producer and novelist, best known for his work on Star Trek",Male,United States,Artist,1924,1973,natural causes,49
98539,Q721297,George Sewell,English actor,Male,United Kingdom,Artist,1924,2007,natural causes,83
98547,Q721345,Graham Joyce,British writer,Male,United Kingdom,Artist,1954,2014,natural causes,60
98548,Q721346,Carlo Oriani,Italian racing cyclist,Male,Italy,Athlete,1888,1917,natural causes,29
98552,Q721358,H. C. Hansen,Danish politician (1906-1960),Male,Denmark,Politician,1906,1960,natural causes,54
98554,Q721362,Jules Demersseman,american composer and flutist,Male,France,Artist,1833,1866,natural causes,33
98558,Q721417,Tom Mankiewicz,"American writer, producer and director",Male,United States,Artist,1942,2010,natural causes,68
98572,Q721474,Brad Delp,American singer and songwriter,Male,United States,Artist,1951,2007,suicide,56
98596,Q721651,Yūji Aoki,Japanese manga artist,Male,Japan,Businessperson,1945,2003,natural causes,58
98614,Q721738,Goffredo Mameli,"poet, patriot and writer from Italy",Male,Kingdom of Sardinia,Artist,1827,1849,accident,22
98616,Q721746,Emile Habibi,Arab writer (1922-1996),Male,Israel; Palestine,Artist,1922,1996,natural causes,74
98618,Q721759,István Fekete,Hungarian writer,Male,Hungary,Artist,1900,1970,natural causes,70
98620,Q721766,Thorbjørn Egner,Norwegian artist and writer,Male,Norway,Artist,1912,1990,natural causes,78
98630,Q721819,Roy Clark,American multi-instrumentalist musician,Male,United States,Artist,1933,2018,natural causes,85
98648,Q721895,George Armstrong,English footballer and manager (1944-2000),Male,United Kingdom,Athlete,1944,2000,natural causes,56
98655,Q721943,Eddy Arnold,"American country music singer, songwriter",Male,United States,Artist,1918,2008,natural causes,90
98658,Q721957,Edgar Bergen,"American actor, radio performer, comedian and ventriloquist",Male,United States,Artist,1903,1978,natural causes,75
98675,Q722020,Mario Visintini,Italian flying ace,Male,Italy,Military personnel,1913,1941,accident,28
98676,Q722048,Baruch Kimmerling,Israeli sociologist and historian,Male,Israel,Researcher,1939,2007,natural causes,68
98677,Q722050,Charles Dawson,British archaeological forger,Male,United Kingdom,Researcher,1864,1916,natural causes,52
98680,Q722059,Walter Perry Johnson,American baseball player (1887-1946),Male,United States,Athlete,1887,1946,natural causes,59
98687,Q722102,Ivan Rohach,Ukrainian writer,Male,Russia,Artist,1913,1942,homicide,29
98690,Q722119,Ferreira Gullar,Brazilian poet,Male,Brazil,Artist,1930,2016,natural causes,86
98692,Q722122,Wade Belak,Canadian ice hockey player,Male,Canada,Athlete,1976,2011,suicide,35
98695,Q722143,Judi Bari,American environmentalist,Female,United States,Environmentalist; trade unionist,1949,1997,natural causes,48
98698,Q722156,Buster Crabbe,"American swimmer, Olympic gold medalist, actor (1908-1983)",Male,United States,Athlete,1908,1983,natural causes,75
98708,Q722202,Yoram Kaniuk,Israeli writer and painter (1930-2013),Male,United States,Artist,1930,2013,natural causes,83
98713,Q722230,Valdemar Psilander,Danish actor,Male,Denmark,Artist,1884,1917,suicide,33
98714,Q722231,H. Bonciu,Romanian writer,Male,Romania,Researcher,1893,1950,natural causes,57
98724,Q722263,Robert Wade,New Zealand and British chess player,Male,United Kingdom,Athlete,1921,2008,natural causes,87
98726,Q722270,José Baptista Pinheiro de Azevedo,Portuguese politician (1917-1983),Male,Portugal,Politician,1917,1983,natural causes,66
98733,Q722303,Shorty Rogers,"American West coast jazz trumpeter, flugelhornist, and arranger (1924-1994)",Male,United States,Artist,1924,1994,natural causes,70
98734,Q722306,Mahmud Shevket Pasha,Ottoman general and statesman of Arab and Georgian descent (1856-1913),Male,Ottoman Empire,Politician,1856,1913,homicide,57
98741,Q722333,Claude Piéplu,French actor (1923-2006),Male,France,Artist,1923,2006,natural causes,83
98742,Q722337,Serge Marquand,French actor and film producer,Male,France,Artist,1930,2004,natural causes,74
98745,Q722356,Babik Reinhardt,French musician,Male,France,Artist,1944,2001,natural causes,57
98751,Q722390,Karl Gordon Henize,American astronomer,Male,United States,Researcher,1926,1993,natural causes,67
98752,Q722400,Preston Tucker,American businessman,Male,United States,Entrepreneur,1903,1956,natural causes,53
98755,Q722412,Robert Dalban,actor,Male,France,Artist,1903,1987,natural causes,84
98761,Q722432,Sam Rivers,American jazz musician and composer,Male,United States,Artist,1923,2011,natural causes,88
98763,Q722447,Bud Shank,American saxophonist and flautist,Male,United States,Artist,1926,2009,natural causes,83
98764,Q722449,Henrik Jørgensen,Danish athletics competitor,Male,Denmark,Marathon runner,1961,2019,natural causes,58
98771,Q722485,Libero Liberati,Italian motorcycle racer,Male,Italy,Motorcycle racer,1926,1962,accident,36
98782,Q722559,Mohammad-Javad Bahonar,Iranian politician (1933-1981),Male,Iran,Politician,1933,1981,homicide,48
98800,Q722667,Charles E. Brady Jr.,American astronaut,Male,United States,Military personnel,1951,2006,suicide,55
98808,Q722730,Konstantin Aksakov,Critic and writer,Male,Russia,Artist,1817,1860,natural causes,43
98811,Q722737,Alexei Cherepanov,Russian ice hockey player,Male,Russia,Athlete,1989,2008,natural causes,19
98812,Q722738,Juan Bautista Alberdi,Argentinian politician,Male,Argentina,Artist,1810,1884,natural causes,74
98819,Q722774,Mohammad-Reza Mahdavi Kani,Iranian politician (1931-2014),Male,Iran,Politician,1931,2014,natural causes,83
98822,Q722787,Octave Tassaert,French painter and engraver (1800-1874),Male,France,Artist,1800,1874,suicide,74
98839,Q722921,Ulises Heureaux,President of the Dominican Republic (1845-1899),Male,Dominican Republic,Politician,1845,1899,homicide,54
98843,Q722946,James Baskett,actor,Male,United States,Artist,1904,1948,natural causes,44
98852,Q722992,Albert Champion,Road bicycle racer,Male,France,Athlete,1878,1927,natural causes,49
98854,Q723008,Eddie Leonski,American soldier and serial killer,Male,United States,Military personnel,1917,1942,capital punishment,25
98877,Q723189,Carmen Basilio,American boxer,Male,United States,Athlete,1927,2012,natural causes,85
98884,Q723234,Henry Hobson Richardson,American architect,Male,United States,Architect,1838,1886,natural causes,48
98894,Q723287,Robert P. Patterson,"American federal judge, Undersecretary of War, later Secretary of War (1891-1952)",Male,United States,Politician,1891,1952,accident,61
98895,Q723290,Yan Gamarnik, general (1894-1937),Male,Russia,Politician,1894,1937,suicide,43
98899,Q723310,Sergei Ostapchuk,Belorussian ice hockey player,Male,Belarus,Athlete,1990,2011,accident,21
98900,Q723320,Paul Klebnikov,American journalist,Male,United States,Artist,1963,2004,homicide,41
98907,Q723350,Ion Andreescu,Romanian painter (1850-1882),Male,Romania,Artist,1850,1882,natural causes,32
98912,Q723371,Guglielmo Gabetto,Italian footballer (1916-1949),Male,Italy,Athlete,1916,1949,accident,33
98929,Q723519,Nikolai Kibalchich,Ukrainian scientist (1853-1881),Male,Russia,Researcher,1853,1881,capital punishment,28
98942,Q723578,Jon Barwise,American logician,Male,United States,Researcher,1942,2000,natural causes,58
98948,Q723598,Henry Dudeney,"Puzzlist, Mathematical games designer",Male,United Kingdom,Athlete,1857,1930,natural causes,73
98964,Q723666,Guido Crepax,Italian artist,Male,Italy,Artist,1933,2003,natural causes,70
98965,Q723669,Enric Miralles,Spanish architect,Male,Spain,Researcher,1955,2000,natural causes,45
98968,Q723693,Ottis Toole,"American serial killer, arsonist, cannibal, and necrophile",Male,United States,Serial killer; criminal,1947,1996,natural causes,49
98969,Q723700,Ivan Milat,Australian serial killer,Male,Australia,Serial killer; criminal,1944,2019,natural causes,75
98981,Q723780,Brion James,American actor,Male,United States,Artist,1945,1999,natural causes,54
98990,Q723840,Willie Davenport,athletics competitor,Male,United States,Athlete,1943,2002,natural causes,59
99003,Q723896,Thad Cochran,United States Senator from Mississippi (1937-2019),Male,United States,Politician,1937,2019,natural causes,82
99007,Q723924,Bryan Grant,American tennis player,Male,United States,Athlete,1910,1986,natural causes,76
99016,Q723964,Peter Barnes,British writer,Male,United Kingdom,Artist,1931,2004,natural causes,73
99021,Q723983,Harry A. Pollard,"actor, Film director, Screenwriter (1879-1934)",Male,United States,Artist,1879,1934,natural causes,55
99026,Q724003,Storm Thorgerson,English graphic designer,Male,United Kingdom,Artist,1944,2013,natural causes,69
99028,Q724057,Rudy Dhaenens,road bicycle racer,Male,Belgium,Athlete,1961,1998,accident,37
99032,Q724082,Alan Blumlein,English electronics engineer,Male,United Kingdom,Engineer,1903,1942,accident,39
99034,Q724084,Prince Henri of Orléans,French prince (1867-1901),Male,France,Artist,1867,1901,natural causes,34
99043,Q724140,Narcisse Virgilio Díaz,French painter (1807-1876),Male,France,Artist,1807,1876,natural causes,69
99046,Q724152,Sohrab Modi,"Indian film actor, director, producer",Male,India,Artist,1897,1984,natural causes,87
99047,Q724153,Jesse Lauriston Livermore,American stock trader,Male,United States,Financier,1877,1940,suicide,63
99048,Q724158,Erich Kunzel,Conductor of the Cincinnati Pops Orchestra,Male,United States,Conductor,1935,2009,natural causes,74
99057,Q724180,Platon,Estonian bishop and the first Orthodox saint of Estonian ethnicity,Male,Estonia,Religious figure,1869,1919,capital punishment,50
99059,Q724187,Matthew Garber,actor,Male,United Kingdom,Artist,1956,1977,natural causes,21
99061,Q724197,James Howard McGrath,American politician (1903-1966),Male,United States,Politician,1903,1966,natural causes,63
99078,Q724276,J. Stuart Blackton,American filmmaker and cartoonist (1875-1941),Male,United States,Artist,1875,1941,accident,66
99090,Q724343,Vladislav Khodasevich,"Russian poet, literary critic",Male,Francen  Federative Socialist Republic; Russia; Russian Republic,Artist,1886,1939,natural causes,53
99091,Q724357,Mikhail Arkadyevich Svetlov,Russian poet,Male,Russia; Russia; Russian  Federative Socialist Republic,Artist,1903,1964,natural causes,61
99128,Q724538,Nikolai Mikhailovich Albov,Russian botanist (1866-1897),Male,Russia,Researcher,1866,1897,natural causes,31
99133,Q724591,Ernest Everett Just,American biologist,Male,United States,Researcher,1883,1941,natural causes,58
99137,Q724621,Jimmy Scott,American jazz singer,Male,United States,Artist,1925,2014,natural causes,89
99142,Q724670,Carlos Manzón,Argentine boxer,Male,Argentina,Athlete,1942,1995,accident,53
99144,Q724677,William Wilson Hunter,Scottish historian and statistician (1840-1900),Male,United Kingdom,Researcher,1840,1900,natural causes,60
99151,Q724707,Mickey Hargitay,Hungarian-American actor and bodybuilder,Male,Hungarys,Artist,1926,2006,natural causes,80
99154,Q724724,Nikos Kourkoulos,Greek actor (1934-2007),Male,Greece,Athlete,1934,2007,natural causes,73
99166,Q724773,Reg Presley,British singer-songwriter,Male,United Kingdom,Artist,1941,2013,natural causes,72
99168,Q724786,Judy LaMarsh,"Canadian politician, writer, broadcaster and barrister (1924-1980)",Female,Canada,Artist,1924,1980,natural causes,56
99172,Q724817,Richard Scarry,author and illustrator from the United States,Male,United States,Artist,1919,1994,natural causes,75
99173,Q724819,Pernell Whitaker,American boxer,Male,United States,Athlete,1964,2019,accident,55
